Species,longitude,latitude
Helianthus niveus,-115.13,32.97
Helianthus niveus,-114.9,32.73
Helianthus niveus,-115.15,32.99
Helianthus niveus,-115.2,33.03
Helianthus niveus,-115.01,36.21
Helianthus niveus,-113.91,32.77
Helianthus niveus,-111.78,32.13
Helianthus niveus,-109.88,32.93
Helianthus niveus,-108.38,32.73
Helianthus niveus,-107.19,33.12
Helianthus niveus,-104.53,31.45
Helianthus niveus,-105.38,31.45
Helianthus niveus,-116.78,33.02
Helianthus niveus,-116,33.73
Helianthus niveus,-115.36,33.04
Helianthus niveus,-103.25,29.81
Helianthus niveus,-106.94,33.99
Helianthus niveus,-106.83,32.35
Helianthus niveus,-110.81,33.79
Helianthus niveus,-96.8,32.35
Helianthus niveus,-116.31,33.3
Helianthus niveus,-114.87,32.75
Helianthus niveus,-114.9,32.73
Helianthus niveus,-114.97,32.71
Helianthus niveus,-114.43,32.38
Helianthus niveus,-115.13,32.99
Helianthus niveus,-115.01,32.74
Helianthus niveus,-114.89,32.74
Helianthus niveus,-116.53,33.83
Helianthus niveus,-115.36,33.04
Helianthus niveus,-115.36,33.04
Helianthus niveus,-116.78,33.02
Helianthus niveus,-116.33,33.3
Helianthus niveus,-115.13,32.98
Helianthus niveus,-114.9,32.73
Helianthus niveus,-116.3,33.24
Helianthus niveus,-115.12,32.99
Helianthus niveus,-116.55,33.83
Helianthus niveus,-117.29,34.11
Helianthus niveus,-115.01,32.74
Helianthus niveus,-116.3,33.24
Helianthus niveus,-116.53,33.85
Helianthus niveus,-114.97,32.71
Helianthus niveus,-114.91,32.72
Helianthus niveus,-114.9,32.73
Helianthus niveus,-116.35,33.24
Helianthus niveus,-114.87,32.75
Helianthus niveus,-116.31,33.72
Helianthus niveus,-116.46,33.78
Helianthus niveus,-116.46,33.78
Helianthus niveus,-116.31,33.72
Helianthus niveus,-116.53,33.83
Helianthus niveus,-114.6,32.74
Helianthus niveus,-114.43,32.38
Helianthus niveus,-114.43,32.38
Helianthus niveus,-111.54,36.79
Helianthus niveus,-116.78,33.02
Helianthus niveus,-115.12,32.99
Helianthus niveus,-116.37,33.32
Helianthus niveus,-116.51,33.83
Helianthus niveus,-116.37,33.32
Helianthus niveus,-116.37,33.32
Helianthus niveus,-116.53,33.83
Helianthus niveus,-115.13,32.99
Helianthus niveus,-116.78,33.02
Helianthus niveus,-114.6,32.74
Helianthus niveus,-116.46,33.78
Helianthus niveus,-116.46,33.78
Helianthus niveus,-115.07,32.71
Helianthus niveus,-113.55,32.13
Helianthus niveus,-113.47,32.1
Helianthus niveus,-113.55,32.13
Helianthus niveus,-116.31,33.72
Helianthus niveus,-116.31,33.72
Helianthus niveus,-115.07,32.71
Helianthus niveus,-106.88,35.69
Helianthus niveus,-104.26,30.01
Helianthus niveus,-114.9,32.73
Helianthus niveus,-113.47,32.1
Helianthus niveus,-113.45,32.25
Helianthus niveus,-114.45,32.72
Helianthus niveus,-114.6,32.74
Helianthus niveus,-115.01,32.74
Helianthus niveus,-115.13,32.99
Helianthus niveus,-116.55,33.83
Helianthus niveus,-113.5,32.23
Helianthus niveus,-111.47,36.9
Helianthus niveus,-116.35,33.24
Helianthus niveus,-113.47,32.1
Helianthus niveus,-115.12,32.99
Helianthus niveus,-113.45,32.25
Helianthus niveus,-116.53,33.83
Helianthus niveus,-116.31,33.72
Helianthus niveus,-115.07,32.71
Helianthus niveus,-113.55,32.13
Helianthus niveus,-113.55,32.13
Helianthus niveus,-114.91,32.72
Helianthus niveus,-116.3,33.24
Helianthus niveus,-116.31,33.72
Helianthus niveus,-114.62,32.73
Helianthus niveus,-116.46,33.78
Helianthus niveus,-114.49,32.73
Helianthus niveus,-111.47,36.91
Helianthus niveus,-114.49,32.73
Helianthus niveus,-116.51,33.83
Helianthus niveus,-116.31,33.72
Helianthus niveus,-116.53,33.85
Helianthus niveus,-114.41,32.64
Helianthus niveus,-116.46,33.78
Helianthus niveus,-117.29,34.11
Helianthus niveus,-116.53,33.83
Helianthus niveus,-113.61,32.18
Helianthus niveus,-116.3,33.24
Helianthus niveus,-116.61,31.81
Helianthus niveus,-116.61,31.81
Helianthus niveus,-116.04,30.47
Helianthus niveus,-116.64,31.73
Helianthus niveus,-116.61,31.81
Helianthus niveus,-116.03,30.44
Helianthus niveus,-114.27,32.05
Helianthus niveus,-113.2,31.63
Helianthus niveus,-111.94,28.82
Helianthus niveus,-116.62,31.74
Helianthus niveus,-116.03,30.46
Helianthus niveus,-116.03,30.46
Helianthus niveus,-116.03,30.45
Helianthus niveus,-116.61,31.79
Helianthus niveus,-116.61,31.81
Helianthus niveus,-116.03,30.44
Helianthus niveus,-116.03,30.44
Helianthus niveus,-114.24,31.74
Helianthus niveus,-113.47,27.64
Helianthus niveus,-115.83,30.33
Helianthus niveus,-115.83,30.33
Helianthus niveus,-115.83,32.33
Helianthus niveus,-115.83,30.33
Helianthus niveus,-115.82,31.32
Helianthus niveus,-112.99,30.55
Helianthus niveus,-112.88,30.46
Helianthus niveus,-111.37,28.23
Helianthus niveus,-116.03,30.45
Helianthus niveus,-116.45,31.33
Helianthus niveus,-116.03,30.45
Helianthus niveus,-116.45,31.33
Helianthus niveus,-116.04,30.5
Helianthus niveus,-116.04,30.5
Helianthus niveus,-116.03,30.47
Helianthus niveus,-116.04,30.5
Helianthus niveus,-116,30.37
Helianthus niveus,-112.56,26.89
Helianthus niveus,-116.03,30.46
Helianthus niveus,-116.03,30.46
Helianthus niveus,-113.56,32.02
Helianthus niveus,-112.03,28.86
Helianthus niveus,-112.03,28.86
Helianthus niveus,-111.17,24.19
Helianthus niveus,-115.83,30.35
Helianthus niveus,-114.45,27.62
Helianthus niveus,-115.82,30.32
Helianthus niveus,-115.82,30.32
Helianthus niveus,-113.95,27.93
Helianthus niveus,-111.69,28.47
Helianthus niveus,-114.42,32.36
Helianthus niveus,-114.42,32.36
Helianthus niveus,-115.82,30.35
Helianthus niveus,-115.82,30.35
Helianthus niveus,-114.43,27.72
Helianthus niveus,-114.5,27.75
Helianthus niveus,-114.73,27.79
Helianthus niveus,-114.44,27.8
Helianthus niveus,-114.5,27.75
Helianthus niveus,-114.5,27.75
Helianthus niveus,-111.05,27.96
Helianthus niveus,-116.63,31.69
Helianthus niveus,-111.04,27.96
Helianthus niveus,-113.5,31.77
Helianthus niveus,-113.62,32.06
Helianthus niveus,-116.63,31.69
Helianthus niveus,-111.06,27.96
Helianthus niveus,-106.34,29.03
Helianthus niveus,-113.27,31.69
Helianthus niveus,-112.84,31.69
Helianthus niveus,-111.84,30.71
Helianthus niveus,-111.84,30.71
Helianthus niveus,-115.82,30.32
Helianthus niveus,-116.73,31.74
Helianthus niveus,-116.73,31.74
Helianthus niveus,-111.1,27.99
Helianthus niveus,-116.03,30.46
Helianthus niveus,-115.91,30.4
Helianthus niveus,-113.52,31.56
Helianthus niveus,-113.52,31.61
Helianthus niveus,-115.98,30.69
Helianthus niveus,-115.98,30.69
Helianthus niveus,-114.57,32.4
Helianthus niveus,-114.57,32.4
Helianthus niveus,-115.78,30.02
Helianthus niveus,-115.78,30.02
Helianthus niveus,-115.77,30.04
Helianthus niveus,-115.78,30.02
Helianthus niveus,-115.77,30.04
Helianthus niveus,-115.77,30.04
Helianthus niveus,-115.77,30.04
Helianthus niveus,-113.51,31.36
Helianthus niveus,-115.19,29.43
Helianthus niveus,-115.19,29.43
Helianthus niveus,-116.02,30.44
Helianthus niveus,-116.02,30.44
Helianthus niveus,-114.43,27.78
Helianthus niveus,-114.63,27.77
Helianthus niveus,-114.72,27.8
Helianthus niveus,-114.44,27.8
Helianthus niveus,-114.63,27.77
Helianthus niveus,-114.63,27.77
Helianthus niveus,-115.25,29.53
Helianthus niveus,-114.68,30.59
Helianthus niveus,-110.96,27.93
Helianthus niveus,-113.55,31.36
Helianthus niveus,-110.97,27.97
Helianthus niveus,-110.97,27.97
Helianthus niveus,-115.79,30.25
Helianthus niveus,-115.74,30.04
Helianthus niveus,-115.74,30.04
Helianthus niveus,-115.79,30.25
Helianthus niveus,-113.92,27.72
Helianthus niveus,-115.78,30.27
Helianthus niveus,-116.58,31.8
Helianthus niveus,-111.94,28.82
Helianthus niveus,-112.95,30.67
Helianthus niveus,-112.95,30.67
Helianthus niveus,-115.83,30.33
Helianthus niveus,-113.73,28.12
Helianthus niveus,-115.83,30.36
Helianthus niveus,-115.82,30.34
Helianthus niveus,-116.04,30.47
Helianthus niveus,-115.84,30.37
Helianthus niveus,-115.99,30.36
Helianthus niveus,-116.03,30.46
Helianthus niveus,-116,30.37
Helianthus niveus,-116,30.37
Helianthus niveus,-114.03,28.5
Helianthus niveus,-114.08,27.4
Helianthus niveus,-114.08,28.53
Helianthus niveus,-114.08,27.43
Helianthus niveus,-114.08,27.4
Helianthus niveus,-115.79,30.25
Helianthus niveus,-116.02,30.68
Helianthus niveus,-116.02,30.68
Helianthus niveus,-114.04,28.46
Helianthus niveus,-114.04,28.47
Helianthus niveus,-116.32,30.96
Helianthus niveus,-116.32,31.02
Helianthus niveus,-114.06,28.5
Helianthus niveus,-110.98,27.96
Helianthus niveus,-115.97,30.4
Helianthus niveus,-115.97,30.4
Helianthus niveus,-115.97,30.4
Helianthus niveus,-115.79,30.25
Helianthus niveus,-115.79,30.25
Helianthus niveus,-114.22,32.12
Helianthus niveus,-114.22,32.12
Helianthus niveus,-114.22,32.12
Helianthus niveus,-116.03,30.55
Helianthus niveus,-115.85,30.37
Helianthus niveus,-116.03,30.55
Helianthus niveus,-115.85,30.37
Helianthus niveus,-112.02,28.86
Helianthus niveus,-115.93,30.43
Helianthus niveus,-115.93,30.43
Helianthus niveus,-115.8,29.97
Helianthus niveus,-115.8,29.97
Helianthus niveus,-115.8,29.97
Helianthus niveus,-111.94,28.82
Helianthus niveus,-116.03,30.45
Helianthus niveus,-116.03,30.45
Helianthus niveus,-114.45,27.79
Helianthus niveus,-114.43,27.8
Helianthus niveus,-114.17,32.12
Helianthus niveus,-110.79,27.95
Helianthus niveus,-112.02,28.86
Helianthus niveus,-114.15,32.13
Helianthus niveus,-114.15,32.13
Helianthus niveus,-115.82,30.32
Helianthus niveus,-114.2,31.79
Helianthus niveus,-115.83,30.37
Helianthus niveus,-115.83,30.37
Helianthus niveus,-115.25,29.52
Helianthus niveus,-115.26,29.52
Helianthus niveus,-115.83,30.37
Helianthus niveus,-113.6,31.7
Helianthus niveus,-115.83,30.35
Helianthus niveus,-115.99,30.48
Helianthus niveus,-115.83,30.35
Helianthus niveus,-115.83,30.35
Helianthus niveus,-115.99,30.48
Helianthus niveus,-115.83,30.37
Helianthus niveus,-115.99,30.48
Helianthus niveus,-115.83,30.37
Helianthus niveus,-115.99,30.71
Helianthus niveus,-116.01,30.77
Helianthus niveus,-114.45,27.79
Helianthus niveus,-114.3,27.57
Helianthus niveus,-114.3,27.57
Helianthus niveus,-114.73,29.2
Helianthus niveus,-114.73,29.2
Helianthus niveus,-115.26,29.52
Helianthus niveus,-115.26,29.52
Helianthus niveus,-115.26,29.52
Helianthus niveus,-116.03,30.72
Helianthus niveus,-116.04,30.71
Helianthus niveus,-111.93,28.82
Helianthus niveus,-116.31,31.11
Helianthus niveus,-116.61,31.81
Helianthus niveus,-116.31,31.11
Helianthus niveus,-116.31,31.11
Helianthus niveus,-116.6,31.82
Helianthus niveus,-113.43,32.05
Helianthus niveus,-113.43,32.05
Helianthus niveus,-111.05,27.95
Helianthus niveus,-111.05,27.95
Helianthus niveus,-115.85,30.38
Helianthus niveus,-114.73,29.16
Helianthus niveus,-115.85,30.38
Helianthus niveus,-114.73,29.16
Helianthus niveus,-111.42,28.29
Helianthus niveus,-111.47,31.02
Helianthus niveus,-110.86,27.9
Helianthus niveus,-111.38,30.58
Helianthus niveus,-114.39,32.36
Helianthus niveus,-115.81,30.32
Helianthus niveus,-116.04,30.46
Helianthus niveus,-115.98,30.55
Helianthus niveus,-115.98,30.55
Helianthus niveus,-115.82,30.35
Helianthus niveus,-114.73,29.17
Helianthus niveus,-112.58,26.88
Helianthus niveus,-112.58,26.88
Helianthus niveus,-116.04,30.74
Helianthus niveus,-116,30.73
Helianthus niveus,-116.03,30.73
Helianthus niveus,-116,30.73
Helianthus niveus,-116.03,30.73
Helianthus niveus,-115.88,30.56
Helianthus niveus,-115.97,30.75
Helianthus niveus,-115.97,30.75
Helianthus niveus,-115.88,30.56
Helianthus niveus,-116.28,31.1
Helianthus niveus,-116.28,31.1
Helianthus niveus,-113.89,27.9
Helianthus niveus,-113.74,27.53
Helianthus niveus,-113.74,27.53
Helianthus niveus,-113.89,27.9
Helianthus niveus,-115.99,30.48
Helianthus niveus,-116.01,30.42
Helianthus niveus,-116.01,30.42
Helianthus niveus,-113.76,27.22
Helianthus niveus,-114.13,27.6
Helianthus niveus,-114.13,27.6
Helianthus niveus,-114.3,27.57
Helianthus niveus,-113.48,26.98
Helianthus niveus,-113.76,27.22
Helianthus niveus,-115.88,30.42
Helianthus niveus,-115.88,30.42
Helianthus niveus,-115.88,30.38
Helianthus niveus,-115.88,30.42
Helianthus niveus,-115.88,30.42
Helianthus niveus,-113.65,27.05
Helianthus niveus,-115.81,30.32
Helianthus niveus,-115.75,30.04
Helianthus niveus,-115.75,30.04
Helianthus niveus,-110.95,27.91
Helianthus niveus,-115.77,31.39
Helianthus niveus,-115.77,31.39
Helianthus niveus,-115.94,30.56
Helianthus niveus,-114.23,28.67
Helianthus niveus,-116.49,31.61
Helianthus niveus,-115.85,30.41
Helianthus niveus,-115.88,30.41
Helianthus niveus,-115.85,30.41
Helianthus niveus,-115.89,30.41
Helianthus niveus,-115.85,30.41
Helianthus niveus,-116.6,31.82
Helianthus niveus,-115.94,30.56
Helianthus niveus,-112.2,24.79
Helianthus niveus,-116.6,31.72
Helianthus niveus,-116,30.37
Helianthus niveus,-116,30.37
Helianthus niveus,-116.6,31.72
Helianthus niveus,-114.5,32.25
Helianthus niveus,-114.5,32.25
Helianthus niveus,-116.62,31.87
Helianthus niveus,-115.78,30.21
Helianthus niveus,-116.03,30.72
Helianthus niveus,-114.3,27.57
Helianthus niveus,-113.65,27.05
Helianthus niveus,-113.48,26.98
Helianthus niveus,-116.03,30.72
Helianthus niveus,-116,30.37
Helianthus niveus,-114.5,32.25
Helianthus niveus,-113.52,31.61
Helianthus niveus,-111.69,28.47
Helianthus niveus,-114.73,29.17
Helianthus niveus,-113.51,31.36
Helianthus niveus,-115.93,30.43
Helianthus niveus,-111.05,27.96
Helianthus niveus,-110.95,27.91
Helianthus niveus,-115.8,29.97
Helianthus niveus,-110.97,27.97
Helianthus niveus,-113.52,31.56
Helianthus niveus,-115.79,30.25
Helianthus niveus,-112.48,30.69
Helianthus niveus,-112.95,30.67
Helianthus niveus,-110.98,27.96
Helianthus niveus,-115.83,30.37
Helianthus niveus,-112.99,30.55
Helianthus niveus,-115.78,30.02
Helianthus niveus,-115.74,30.04
Helianthus niveus,-113.76,27.22
Helianthus niveus,-106.34,29.03
Helianthus niveus,-113.27,31.69
Helianthus niveus,-112.95,30.67
Helianthus niveus,-114.15,32.13
Helianthus niveus,-116.03,30.46
Helianthus niveus,-113.89,27.9
Helianthus niveus,-115.19,29.43
Helianthus niveus,-114.5,27.75
Helianthus niveus,-116.63,31.69
Helianthus niveus,-113.74,27.53
Helianthus niveus,-114.57,32.4
Helianthus niveus,-114.22,32.12
Helianthus niveus,-116.03,30.72
Helianthus niveus,-110.96,27.93
Helianthus niveus,-114.63,27.77
Helianthus niveus,-111.47,31.02
Helianthus niveus,-111.94,28.76
Helianthus niveus,-112.48,30.69
Helianthus niveus,-112.88,30.46
Helianthus niveus,-114.13,27.6
Helianthus niveus,-115.82,30.35
Helianthus niveus,-112.58,26.88
Helianthus niveus,-115.97,30.4
Helianthus niveus,-116.03,30.73
Helianthus niveus,-115.83,30.37
Helianthus niveus,-116.04,30.5
Helianthus niveus,-113.95,27.93
Helianthus niveus,-115.83,30.33
Helianthus niveus,-116.03,30.46
Helianthus niveus,-112.03,28.86
Helianthus nuttallii,-115.59,51.17
Helianthus nuttallii,-102.45,51.56
Helianthus nuttallii,-100.26,50.8
Helianthus nuttallii,-96.01,49.03
Helianthus nuttallii,-113.74,49.75
Helianthus nuttallii,-100.51,49.69
Helianthus nuttallii,-112.64,51.92
Helianthus nuttallii,-112.99,53.48
Helianthus nuttallii,-99.93,51.07
Helianthus nuttallii,-115,50
Helianthus nuttallii,-116,50.5
Helianthus nuttallii,-95.7,50.99
Helianthus nuttallii,-113.37,53.55
Helianthus nuttallii,-113.8,49.72
Helianthus nuttallii,-113.8,49.72
Helianthus nuttallii,-98.73,51.8
Helianthus nuttallii,-110.25,50.74
Helianthus nuttallii,-100.25,50.74
Helianthus nuttallii,-99.6,50.67
Helianthus nuttallii,-100.24,50.83
Helianthus nuttallii,-100.26,50.74
Helianthus nuttallii,-113.78,52.03
Helianthus nuttallii,-113.78,52.03
Helianthus nuttallii,-113,51.91
Helianthus nuttallii,-114.25,49.87
Helianthus nuttallii,-114.25,49.87
Helianthus nuttallii,-110.58,50.43
Helianthus nuttallii,-113.25,49.55
Helianthus nuttallii,-114.25,49.87
Helianthus nuttallii,-114.25,49.87
Helianthus nuttallii,-112.2,51.38
Helianthus nuttallii,-113.46,49.01
Helianthus nuttallii,-113.46,49.01
Helianthus nuttallii,-113.46,49.01
Helianthus nuttallii,-107.1,49.32
Helianthus nuttallii,-106.81,51.91
Helianthus nuttallii,-111.62,50.87
Helianthus nuttallii,-121.06,55.89
Helianthus nuttallii,-120.23,55.77
Helianthus nuttallii,-115.85,50.33
Helianthus nuttallii,-120.23,55.77
Helianthus nuttallii,-115.85,50.33
Helianthus nuttallii,-122.65,55.5
Helianthus nuttallii,-122.65,55.5
Helianthus nuttallii,-113.87,50.58
Helianthus nuttallii,-113.05,50.87
Helianthus nuttallii,-111.75,50.91
Helianthus nuttallii,-113.84,49.12
Helianthus nuttallii,-110.01,50.95
Helianthus nuttallii,-100.16,49.45
Helianthus nuttallii,-114.23,49.82
Helianthus nuttallii,-110.49,49.85
Helianthus nuttallii,-109.08,52.45
Helianthus nuttallii,-100.26,49.62
Helianthus nuttallii,-100.73,52.22
Helianthus nuttallii,-100.16,49.07
Helianthus nuttallii,-98.23,49.2
Helianthus nuttallii,-103.67,49.14
Helianthus nuttallii,-110.68,50.03
Helianthus nuttallii,-113.03,49.03
Helianthus nuttallii,-113.86,49.36
Helianthus nuttallii,-102.17,49.95
Helianthus nuttallii,-115.62,55.32
Helianthus nuttallii,-112.26,51.5
Helianthus nuttallii,-113.5,53.55
Helianthus nuttallii,-115.77,49.5
Helianthus nuttallii,-115.77,49.5
Helianthus nuttallii,-116.97,51.3
Helianthus nuttallii,-116,51
Helianthus nuttallii,-116.97,51.3
Helianthus nuttallii,-117,51.3
Helianthus nuttallii,-115.08,54.37
Helianthus nuttallii,-107.8,50.28
Helianthus nuttallii,-112.66,49.46
Helianthus nuttallii,-70.67,47.03
Helianthus nuttallii,-115.98,50.47
Helianthus nuttallii,-115.98,50.47
Helianthus nuttallii,-115,50
Helianthus nuttallii,-115,50
Helianthus nuttallii,-115.98,50.47
Helianthus nuttallii,-115.98,50.47
Helianthus nuttallii,-116,50.5
Helianthus nuttallii,-116,50.5
Helianthus nuttallii,-112.2,51.77
Helianthus nuttallii,-115,50
Helianthus nuttallii,-115,50
Helianthus nuttallii,-116,50.5
Helianthus nuttallii,-116,50.5
Helianthus nuttallii,-113.95,49.49
Helianthus nuttallii,-113.23,53.69
Helianthus nuttallii,-79.15,49.1
Helianthus nuttallii,-79.15,49.1
Helianthus nuttallii,-116.49,55.43
Helianthus nuttallii,-111.73,54.58
Helianthus nuttallii,-113.38,52.97
Helianthus nuttallii,-113.45,53.42
Helianthus nuttallii,-112.84,49.69
Helianthus nuttallii,-112.22,51.78
Helianthus nuttallii,-115.63,49.62
Helianthus nuttallii,-115.63,49.62
Helianthus nuttallii,-115.63,49.62
Helianthus nuttallii,-115.63,49.62
Helianthus nuttallii,-104.61,50.46
Helianthus nuttallii,-104.61,50.46
Helianthus nuttallii,-104.61,50.46
Helianthus nuttallii,-104.61,50.46
Helianthus nuttallii,-104.61,50.46
Helianthus nuttallii,-104.61,50.46
Helianthus nuttallii,-114.4,55.17
Helianthus nuttallii,-114.4,55.17
Helianthus nuttallii,-114.4,55.17
Helianthus nuttallii,-102.99,53.94
Helianthus nuttallii,-98.29,49.37
Helianthus nuttallii,-101.85,49.18
Helianthus nuttallii,-98.35,49.63
Helianthus nuttallii,-101.85,49.18
Helianthus nuttallii,-98.29,49.37
Helianthus nuttallii,-98.35,49.63
Helianthus nuttallii,-112.08,49.1
Helianthus nuttallii,-102.31,51.62
Helianthus nuttallii,-104.29,49.51
Helianthus nuttallii,-99.34,50.61
Helianthus nuttallii,-99.5,50.77
Helianthus nuttallii,-101.28,49.84
Helianthus nuttallii,-100.73,52.1
Helianthus nuttallii,-102.23,49.23
Helianthus nuttallii,-99.94,51.07
Helianthus nuttallii,-112.92,49.07
Helianthus nuttallii,-98.29,49.37
Helianthus nuttallii,-98.35,49.63
Helianthus nuttallii,-99.34,50.61
Helianthus nuttallii,-99.5,50.77
Helianthus nuttallii,-99.94,51.07
Helianthus nuttallii,-100.73,52.1
Helianthus nuttallii,-102.31,51.62
Helianthus nuttallii,-104.29,49.51
Helianthus nuttallii,-102.23,49.23
Helianthus nuttallii,-101.85,49.18
Helianthus nuttallii,-101.28,49.84
Helianthus nuttallii,-113.25,49.55
Helianthus nuttallii,-114.25,49.87
Helianthus nuttallii,-114.25,49.87
Helianthus nuttallii,-112.66,49.46
Helianthus nuttallii,-112.99,53.48
Helianthus nuttallii,-113.78,52.03
Helianthus nuttallii,-113.78,52.03
Helianthus nuttallii,-112.64,51.92
Helianthus nuttallii,-102.99,53.94
Helianthus nuttallii,-98.29,49.37
Helianthus nuttallii,-115.98,50.47
Helianthus nuttallii,-115.63,49.62
Helianthus nuttallii,-115,50
Helianthus nuttallii,-115,50
Helianthus nuttallii,-116,51
Helianthus nuttallii,-115,50
Helianthus nuttallii,-115,50
Helianthus nuttallii,-115,50
Helianthus nuttallii,-100.25,50.74
Helianthus nuttallii,-98.73,51.8
Helianthus nuttallii,-100.24,50.83
Helianthus nuttallii,-98.29,49.37
Helianthus nuttallii,-101.85,49.18
Helianthus nuttallii,-98.35,49.63
Helianthus nuttallii,-101.85,49.18
Helianthus nuttallii,-98.29,49.37
Helianthus nuttallii,-98.35,49.63
Helianthus nuttallii,-112.08,49.1
Helianthus nuttallii,-116.49,55.43
Helianthus nuttallii,-114.25,49.87
Helianthus nuttallii,-111.62,50.87
Helianthus nuttallii,-114.25,49.87
Helianthus nuttallii,-112.2,51.38
Helianthus nuttallii,-113.05,50.87
Helianthus nuttallii,-112.2,51.77
Helianthus nuttallii,-114.23,49.82
Helianthus nuttallii,-110.68,50.03
Helianthus nuttallii,-111.73,54.58
Helianthus nuttallii,-111.75,50.91
Helianthus nuttallii,-112.84,49.69
Helianthus nuttallii,-113.95,49.49
Helianthus nuttallii,-113.38,52.97
Helianthus nuttallii,-113.45,53.42
Helianthus nuttallii,-113.84,49.12
Helianthus nuttallii,-113.46,49.01
Helianthus nuttallii,-113.2,53.72
Helianthus nuttallii,-115.08,54.37
Helianthus nuttallii,-112.26,51.5
Helianthus nuttallii,-110.49,49.85
Helianthus nuttallii,-112.22,51.78
Helianthus nuttallii,-113.46,49.01
Helianthus nuttallii,-113.5,53.55
Helianthus nuttallii,-110.25,50.74
Helianthus nuttallii,-113.23,53.69
Helianthus nuttallii,-113.03,49.03
Helianthus nuttallii,-107.1,49.32
Helianthus nuttallii,-109.08,52.45
Helianthus nuttallii,-113,51.91
Helianthus nuttallii,-115.62,55.32
Helianthus nuttallii,-110.58,50.43
Helianthus nuttallii,-106.81,51.91
Helianthus nuttallii,-95.7,50.99
Helianthus nuttallii,-98.35,49.63
Helianthus nuttallii,-101.85,49.18
Helianthus nuttallii,-99.6,50.67
Helianthus nuttallii,-98.73,51.8
Helianthus nuttallii,-99.6,50.67
Helianthus nuttallii,-100.29,49.14
Helianthus nuttallii,-104.95,39.21
Helianthus nuttallii,-111.84,40.74
Helianthus nuttallii,-104.95,39.21
Helianthus nuttallii,-109.31,40.91
Helianthus nuttallii,-112.06,41.42
Helianthus nuttallii,-116.04,40.73
Helianthus nuttallii,-116.04,40.73
Helianthus nuttallii,-116.04,40.73
Helianthus nuttallii,-111.88,40.36
Helianthus nuttallii,-119.78,41.96
Helianthus nuttallii,-118.4,37.48
Helianthus nuttallii,-117.4,37.04
Helianthus nuttallii,-104.53,39.57
Helianthus nuttallii,-110.28,33.99
Helianthus nuttallii,-113.88,39.41
Helianthus nuttallii,-112.54,37.14
Helianthus nuttallii,-110.81,34.26
Helianthus nuttallii,-105.81,32.96
Helianthus nuttallii,-117.15,43.55
Helianthus nuttallii,-117.48,44.04
Helianthus nuttallii,-104.7,36.01
Helianthus nuttallii,-105.82,32.93
Helianthus nuttallii,-103.91,44.27
Helianthus nuttallii,-103.95,44.35
Helianthus nuttallii,-106.1,35.58
Helianthus nuttallii,-105.99,36.42
Helianthus nuttallii,-105.47,36.95
Helianthus nuttallii,-104.56,40.97
Helianthus nuttallii,-105.01,40.99
Helianthus nuttallii,-105.01,40.99
Helianthus nuttallii,-109.25,40.44
Helianthus nuttallii,-109.25,40.44
Helianthus nuttallii,-109.25,40.44
Helianthus nuttallii,-111.68,42.21
Helianthus nuttallii,-105.99,36.42
Helianthus nuttallii,-103.87,38.71
Helianthus nuttallii,-105.73,41.18
Helianthus nuttallii,-106.63,35.86
Helianthus nuttallii,-105,36.9
Helianthus nuttallii,-105.76,37.98
Helianthus nuttallii,-105.76,37.98
Helianthus nuttallii,-103.84,44.15
Helianthus nuttallii,-105.76,37.98
Helianthus nuttallii,-118.62,34.43
Helianthus nuttallii,-118.62,34.43
Helianthus nuttallii,-118.62,34.43
Helianthus nuttallii,-118.62,34.43
Helianthus nuttallii,-118.62,34.43
Helianthus nuttallii,-118.62,34.43
Helianthus nuttallii,-118.62,34.43
Helianthus nuttallii,-118.62,34.43
Helianthus nuttallii,-105.27,39.54
Helianthus nuttallii,-105.27,39.54
Helianthus nuttallii,-105.05,37.29
Helianthus nuttallii,-105.06,37.3
Helianthus nuttallii,-116.86,34.36
Helianthus nuttallii,-116.86,34.36
Helianthus nuttallii,-116.86,34.36
Helianthus nuttallii,-116.86,34.36
Helianthus nuttallii,-105.07,37.28
Helianthus nuttallii,-105.06,37.3
Helianthus nuttallii,-116.86,34.36
Helianthus nuttallii,-116.86,34.36
Helianthus nuttallii,-116.86,34.36
Helianthus nuttallii,-118.06,36.54
Helianthus nuttallii,-106.76,38.45
Helianthus nuttallii,-111.66,42.66
Helianthus nuttallii,-111.66,42.66
Helianthus nuttallii,-111.66,42.66
Helianthus nuttallii,-111.66,42.66
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117,43
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-105.35,39.41
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-111.73,34.91
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-116.53,40.71
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-105.35,39.41
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-117.85,43.79
Helianthus nuttallii,-104.9,41.02
